statement,label,country,cities,stated_k,actual_k
"Exactly 0 of the following cities are in Jordan: Irbid, Zarqa.",0,Jordan,"('Irbid', 'Zarqa')",0,2
"Exactly 2 of the following cities are in Saudi Arabia: Jeddah, Dammam.",1,Saudi Arabia,"('Dammam', 'Jeddah')",2,2
"Exactly 2 of the following cities are in Myanmar: Hlaingthaya, Mandalay.",1,Myanmar,"('Hlaingthaya', 'Mandalay')",2,2
"Exactly 1 of the following cities are in Kazakhstan: Changshu, Bauchi.",0,Kazakhstan,"('Bauchi', 'Changshu')",1,0
"Exactly 2 of the following cities are in Benin: Soshanguve, Chelyabinsk.",0,Benin,"('Chelyabinsk', 'Soshanguve')",2,0
"Exactly 2 of the following cities are in South Africa: Evaton, Gqeberha.",1,South Africa,"('Evaton', 'Gqeberha')",2,2
"Exactly 1 of the following cities are in Hungary: Caracas, Pest.",1,Hungary,"('Caracas', 'Pest')",1,1
"Exactly 1 of the following cities are in Algeria: Algiers, Nyala.",1,Algeria,"('Algiers', 'Nyala')",1,1
"Exactly 1 of the following cities are in North Korea: Nova Iguacu, Hamhung.",1,North Korea,"('Hamhung', 'Nova Iguacu')",1,1
"Exactly 1 of the following cities are in Mali: Saint Petersburg, Shangrao.",0,Mali,"('Saint Petersburg', 'Shangrao')",1,0
"Exactly 0 of the following cities are in France: Marseille, Toulouse.",0,France,"('Marseille', 'Toulouse')",0,2
"Exactly 2 of the following cities are in Vietnam: Haiphong, Da Nang.",1,Vietnam,"('Da Nang', 'Haiphong')",2,2
"Exactly 2 of the following cities are in Somalia: Mogadishu, Quetta.",0,Somalia,"('Mogadishu', 'Quetta')",2,1
"Exactly 1 of the following cities are in Sudan: Esenler, Khartoum North.",1,Sudan,"('Esenler', 'Khartoum North')",1,1
"Exactly 1 of the following cities are in Chad: Bobo-Dioulasso, N'Djamena.",1,Chad,"('Bobo-Dioulasso', ""N'Djamena"")",1,1
"Exactly 2 of the following cities are in the Czech Republic: Xuhui, Ajmer.",0,the Czech Republic,"('Ajmer', 'Xuhui')",2,0
"Exactly 0 of the following cities are in Dominica: Maianga, Cucuta.",1,Dominica,"('Cucuta', 'Maianga')",0,0
"Exactly 2 of the following cities are in Saudi Arabia: Ta'if, Makkah.",1,Saudi Arabia,"('Makkah', ""Ta'if"")",2,2
"Exactly 1 of the following cities are in the Dominican Republic: Denpasar, Jeonju.",0,the Dominican Republic,"('Denpasar', 'Jeonju')",1,0
"Exactly 0 of the following cities are in Benin: Lianyungang, Pingdingshan.",1,Benin,"('Lianyungang', 'Pingdingshan')",0,0
"Exactly 1 of the following cities are in Qatar: New York City, Jiangyin.",0,Qatar,"('Jiangyin', 'New York City')",1,0
"Exactly 0 of the following cities are in Papua New Guinea: Onitsha, Gazipur.",1,Papua New Guinea,"('Gazipur', 'Onitsha')",0,0
"Exactly 1 of the following cities are in Morocco: Agadir, Tangier.",0,Morocco,"('Agadir', 'Tangier')",1,2
"Exactly 0 of the following cities are in Cyprus: Jhang Sadr, Jiangyin.",1,Cyprus,"('Jhang Sadr', 'Jiangyin')",0,0
"Exactly 2 of the following cities are in South Korea: Bucheon-si, Hwaseong-si.",1,South Korea,"('Bucheon-si', 'Hwaseong-si')",2,2
"Exactly 0 of the following cities are in Liechtenstein: Baoji, Paranaque City.",1,Liechtenstein,"('Baoji', 'Paranaque City')",0,0
"Exactly 0 of the following cities are in Turkey: Shuangyashan, Pingliang.",1,Turkey,"('Pingliang', 'Shuangyashan')",0,0
"Exactly 1 of the following cities are in China: Ziyang, Hermosillo.",1,China,"('Hermosillo', 'Ziyang')",1,1
"Exactly 1 of the following cities are in Equatorial Guinea: Peshawar, Quebec.",0,Equatorial Guinea,"('Peshawar', 'Quebec')",1,0
"Exactly 1 of the following cities are in Zambia: Dalian, Seongnam-si.",0,Zambia,"('Dalian', 'Seongnam-si')",1,0
"Exactly 0 of the following cities are in Nicaragua: Helsinki, Mazar-e Sharif.",1,Nicaragua,"('Helsinki', 'Mazar-e Sharif')",0,0
"Exactly 2 of the following cities are in Angola: Golfe, Mulenvos.",1,Angola,"('Golfe', 'Mulenvos')",2,2
"Exactly 0 of the following cities are in Thailand: Ajegunle, Zhangjiakou.",1,Thailand,"('Ajegunle', 'Zhangjiakou')",0,0
"Exactly 2 of the following cities are in Japan: Hiroshima, Utsunomiya.",1,Japan,"('Hiroshima', 'Utsunomiya')",2,2
"Exactly 1 of the following cities are in Nigeria: Naberezhnyye Chelny, Ebute Ikorodu.",1,Nigeria,"('Ebute Ikorodu', 'Naberezhnyye Chelny')",1,1
"Exactly 0 of the following cities are in Uganda: Tasikmalaya, Nansana.",0,Uganda,"('Nansana', 'Tasikmalaya')",0,1
"Exactly 1 of the following cities are in Denmark: Ile-Ife, Copenhagen.",1,Denmark,"('Copenhagen', 'Ile-Ife')",1,1
"Exactly 0 of the following cities are in Morocco: Mexico City, Agadir.",0,Morocco,"('Agadir', 'Mexico City')",0,1
"Exactly 1 of the following cities are in Denmark: Izmir, Copenhagen.",1,Denmark,"('Copenhagen', 'Izmir')",1,1
"Exactly 0 of the following cities are in Lebanon: Suqian, Kharkiv.",1,Lebanon,"('Kharkiv', 'Suqian')",0,0
"Exactly 2 of the following cities are in Nigeria: Akure, Bauchi.",1,Nigeria,"('Akure', 'Bauchi')",2,2
"Exactly 0 of the following cities are in Cambodia: Phnom Penh, Porto Velho.",0,Cambodia,"('Phnom Penh', 'Porto Velho')",0,1
"Exactly 2 of the following cities are in Moldova: Jiaozhou, Nouakchott.",0,Moldova,"('Jiaozhou', 'Nouakchott')",2,0
"Exactly 0 of the following cities are in Pakistan: Kasur, Jhang Sadr.",0,Pakistan,"('Jhang Sadr', 'Kasur')",0,2
"Exactly 2 of the following cities are in Nepal: Jinan, Jiaozuo.",0,Nepal,"('Jiaozuo', 'Jinan')",2,0
"Exactly 1 of the following cities are in Brazil: Ananindeua, Tlalpan.",1,Brazil,"('Ananindeua', 'Tlalpan')",1,1
"Exactly 2 of the following cities are in Turkey: Izmir, Kayseri.",1,Turkey,"('Izmir', 'Kayseri')",2,2
"Exactly 1 of the following cities are in Rwanda: Kigali, Albuquerque.",1,Rwanda,"('Albuquerque', 'Kigali')",1,1
"Exactly 1 of the following cities are in Iceland: Ciudad Nezahualcoyotl, Tiruppur.",0,Iceland,"('Ciudad Nezahualcoyotl', 'Tiruppur')",1,0
"Exactly 0 of the following cities are in Mali: Bamako, Huzhou.",0,Mali,"('Bamako', 'Huzhou')",0,1
"Exactly 2 of the following cities are in Kiribati: Santiago de Cuba, Gujranwala.",0,Kiribati,"('Gujranwala', 'Santiago de Cuba')",2,0
"Exactly 2 of the following cities are in Yemen: Sanaa, Lome.",0,Yemen,"('Lome', 'Sanaa')",2,1
"Exactly 1 of the following cities are in Chile: Tomsk, Ulhasnagar.",0,Chile,"('Tomsk', 'Ulhasnagar')",1,0
"Exactly 1 of the following cities are in Cuba: Heze, Kagoshima.",0,Cuba,"('Heze', 'Kagoshima')",1,0
"Exactly 2 of the following cities are in Venezuela: Maturin, Maracaibo.",1,Venezuela,"('Maracaibo', 'Maturin')",2,2
"Exactly 1 of the following cities are in Kyrgyzstan: Lilongwe, Bishkek.",1,Kyrgyzstan,"('Bishkek', 'Lilongwe')",1,1
"Exactly 1 of the following cities are in Egypt: Niigata, Giza.",1,Egypt,"('Giza', 'Niigata')",1,1
"Exactly 1 of the following cities are in Kenya: Mombasa, Barnaul.",1,Kenya,"('Barnaul', 'Mombasa')",1,1
"Exactly 2 of the following cities are in Turkey: Niluefer, Ankara.",1,Turkey,"('Ankara', 'Niluefer')",2,2
"Exactly 1 of the following cities are in China: Tonghua, Changde.",0,China,"('Changde', 'Tonghua')",1,2
"Exactly 1 of the following cities are in Cuba: Santiago de Cuba, Marrakesh.",1,Cuba,"('Marrakesh', 'Santiago de Cuba')",1,1
"Exactly 1 of the following cities are in Nepal: Paranaque City, Kathmandu.",1,Nepal,"('Kathmandu', 'Paranaque City')",1,1
"Exactly 2 of the following cities are in Guyana: Nanning, Jeddah.",0,Guyana,"('Jeddah', 'Nanning')",2,0
"Exactly 2 of the following cities are in Germany: Dortmund, Leipzig.",1,Germany,"('Dortmund', 'Leipzig')",2,2
"Exactly 0 of the following cities are in Kiribati: Bamako, Weinan.",1,Kiribati,"('Bamako', 'Weinan')",0,0
"Exactly 2 of the following cities are in Mexico: Hermosillo, Culiacan.",1,Mexico,"('Culiacan', 'Hermosillo')",2,2
"Exactly 0 of the following cities are in Venezuela: Maracaibo, Tolyatti.",0,Venezuela,"('Maracaibo', 'Tolyatti')",0,1
"Exactly 0 of the following cities are in Nigeria: Krakow, Ilorin.",0,Nigeria,"('Ilorin', 'Krakow')",0,1
"Exactly 1 of the following cities are in Turkey: Evaton, Addis Ababa.",0,Turkey,"('Addis Ababa', 'Evaton')",1,0
"Exactly 0 of the following cities are in Peru: Dera Ismail Khan, Marseille.",1,Peru,"('Dera Ismail Khan', 'Marseille')",0,0
"Exactly 1 of the following cities are in Turkey: Abu Dhabi, Eskisehir.",1,Turkey,"('Abu Dhabi', 'Eskisehir')",1,1
"Exactly 0 of the following cities are in Russia: Rasapudipalem, Zhaotong.",1,Russia,"('Rasapudipalem', 'Zhaotong')",0,0
"Exactly 1 of the following cities are in Senegal: Pikine, Zhoushan.",1,Senegal,"('Pikine', 'Zhoushan')",1,1
"Exactly 0 of the following cities are in Qatar: Suizhou, Suwon.",1,Qatar,"('Suizhou', 'Suwon')",0,0
"Exactly 1 of the following cities are in Tanzania: Mbeya, Shangqiu.",1,Tanzania,"('Mbeya', 'Shangqiu')",1,1
"Exactly 1 of the following cities are in Burundi: Bujumbura, Haiphong.",1,Burundi,"('Bujumbura', 'Haiphong')",1,1
"Exactly 1 of the following cities are in Sudan: Khartoum North, Nouakchott.",1,Sudan,"('Khartoum North', 'Nouakchott')",1,1
"Exactly 0 of the following cities are in Suriname: Nagoya, Mombasa.",1,Suriname,"('Mombasa', 'Nagoya')",0,0
"Exactly 2 of the following cities are in Lithuania: Linfen, Hubballi.",0,Lithuania,"('Hubballi', 'Linfen')",2,0
"Exactly 2 of the following cities are in Brazil: Nova Iguacu, Aracaju.",1,Brazil,"('Aracaju', 'Nova Iguacu')",2,2
"Exactly 2 of the following cities are in Panama: Kagoshima, Osogbo.",0,Panama,"('Kagoshima', 'Osogbo')",2,0
"Exactly 0 of the following cities are in New Zealand: Makassar, Auckland.",0,New Zealand,"('Auckland', 'Makassar')",0,1
"Exactly 0 of the following cities are in Barbados: Bloemfontein, Dhanbad.",1,Barbados,"('Bloemfontein', 'Dhanbad')",0,0
"Exactly 1 of the following cities are in Brazil: Gqeberha, Ribeirao Preto.",1,Brazil,"('Gqeberha', 'Ribeirao Preto')",1,1
"Exactly 2 of the following cities are in the United Arab Emirates: Guli, Al Ain City.",0,the United Arab Emirates,"('Al Ain City', 'Guli')",2,1
"Exactly 1 of the following cities are in Sri Lanka: Qom, Chattogram.",0,Sri Lanka,"('Chattogram', 'Qom')",1,0
"Exactly 0 of the following cities are in Monaco: Tabriz, Xiamen.",1,Monaco,"('Tabriz', 'Xiamen')",0,0
"Exactly 2 of the following cities are in Canada: Winnipeg, Mississauga.",1,Canada,"('Mississauga', 'Winnipeg')",2,2
"Exactly 1 of the following cities are in Lesotho: Jos, Yangjiang.",0,Lesotho,"('Jos', 'Yangjiang')",1,0
"Exactly 1 of the following cities are in Zimbabwe: Harare, Nanded.",1,Zimbabwe,"('Harare', 'Nanded')",1,1
"Exactly 2 of the following cities are in Germany: Mersin, Bursa.",0,Germany,"('Bursa', 'Mersin')",2,0
"Exactly 2 of the following cities are in North Korea: Harbin, Hamhung.",0,North Korea,"('Hamhung', 'Harbin')",2,1
"Exactly 2 of the following cities are in Afghanistan: Lu'an, Antalya.",0,Afghanistan,"('Antalya', ""Lu'an"")",2,0
"Exactly 2 of the following cities are in Russia: Volgograd, Barnaul.",1,Russia,"('Barnaul', 'Volgograd')",2,2
"Exactly 1 of the following cities are in Japan: Aihara, Niigata.",0,Japan,"('Aihara', 'Niigata')",1,2
"Exactly 1 of the following cities are in Afghanistan: Mazar-e Sharif, Mar del Plata.",1,Afghanistan,"('Mar del Plata', 'Mazar-e Sharif')",1,1
"Exactly 0 of the following cities are in Yemen: Pretoria, Zhangjiakou.",1,Yemen,"('Pretoria', 'Zhangjiakou')",0,0
"Exactly 2 of the following cities are in Gabon: Koeln, Guilin.",0,Gabon,"('Guilin', 'Koeln')",2,0
"Exactly 2 of the following cities are in South Africa: Gqeberha, Benoni.",1,South Africa,"('Benoni', 'Gqeberha')",2,2
"Exactly 0 of the following cities are in Mongolia: Antalya, Anyang-si.",1,Mongolia,"('Antalya', 'Anyang-si')",0,0
"Exactly 2 of the following cities are in Croatia: Bishkek, Zagreb.",0,Croatia,"('Bishkek', 'Zagreb')",2,1
"Exactly 2 of the following cities are in Iraq: Al Mawsil al Jadidah, Nasiriyah.",1,Iraq,"('Al Mawsil al Jadidah', 'Nasiriyah')",2,2
"Exactly 1 of the following cities are in Morocco: Orumiyeh, Lubango.",0,Morocco,"('Lubango', 'Orumiyeh')",1,0
"Exactly 2 of the following cities are in Estonia: Huangshi, Anyang-si.",0,Estonia,"('Anyang-si', 'Huangshi')",2,0
"Exactly 0 of the following cities are in the Democratic Republic of the Congo: Binh Thanh, Bhopal.",1,the Democratic Republic of the Congo,"('Bhopal', 'Binh Thanh')",0,0
"Exactly 2 of the following cities are in Germany: Munich, Dortmund.",1,Germany,"('Dortmund', 'Munich')",2,2
"Exactly 0 of the following cities are in Russia: Samarkand, Tomsk.",0,Russia,"('Samarkand', 'Tomsk')",0,1
"Exactly 2 of the following cities are in Barbados: Aguascalientes, Xiaogan.",0,Barbados,"('Aguascalientes', 'Xiaogan')",2,0
"Exactly 1 of the following cities are in Tonga: Banjarmasin, Thu GJuc.",0,Tonga,"('Banjarmasin', 'Thu GJuc')",1,0
"Exactly 1 of the following cities are in Malta: Hiroshima, Adana.",0,Malta,"('Adana', 'Hiroshima')",1,0
"Exactly 1 of the following cities are in Hungary: Puducherry, Makassar.",0,Hungary,"('Makassar', 'Puducherry')",1,0
"Exactly 1 of the following cities are in Angola: Cucuta, Benguela.",1,Angola,"('Benguela', 'Cucuta')",1,1
"Exactly 1 of the following cities are in Guinea: Camayenne, Malingao.",1,Guinea,"('Camayenne', 'Malingao')",1,1
"Exactly 2 of the following cities are in Jamaica: Hezhou, Yerevan.",0,Jamaica,"('Hezhou', 'Yerevan')",2,0
"Exactly 0 of the following cities are in Seychelles: Edogawe, Yaroslavl.",1,Seychelles,"('Edogawe', 'Yaroslavl')",0,0
"Exactly 0 of the following cities are in Moldova: Kota Kinabalu, Chisinau.",0,Moldova,"('Chisinau', 'Kota Kinabalu')",0,1
"Exactly 0 of the following cities are in Togo: Lome, Shangyu.",0,Togo,"('Lome', 'Shangyu')",0,1
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Bukavu, Kinshasa.",1,the Democratic Republic of the Congo,"('Bukavu', 'Kinshasa')",2,2
"Exactly 2 of the following cities are in Saudi Arabia: Buraydah, Ha'il.",1,Saudi Arabia,"('Buraydah', ""Ha'il"")",2,2
"Exactly 1 of the following cities are in Cambodia: Changde, Yangon.",0,Cambodia,"('Changde', 'Yangon')",1,0
"Exactly 1 of the following cities are in Kenya: Madurai, Nakuru.",1,Kenya,"('Madurai', 'Nakuru')",1,1
"Exactly 2 of the following cities are in Liechtenstein: Foshan, Karachi.",0,Liechtenstein,"('Foshan', 'Karachi')",2,0
"Exactly 0 of the following cities are in Sri Lanka: Bouake, Gurugram.",1,Sri Lanka,"('Bouake', 'Gurugram')",0,0
"Exactly 2 of the following cities are in Chile: Hamamatsu, Calgary.",0,Chile,"('Calgary', 'Hamamatsu')",2,0
"Exactly 2 of the following cities are in Malaysia: Kota Kuala Muda, Pasir Gudang.",1,Malaysia,"('Kota Kuala Muda', 'Pasir Gudang')",2,2
"Exactly 0 of the following cities are in Yemen: Taiz, Ibb.",0,Yemen,"('Ibb', 'Taiz')",0,2
"Exactly 1 of the following cities are in Saint Vincent and the Grenadines: Stockholm, Ouagadougou.",0,Saint Vincent and the Grenadines,"('Ouagadougou', 'Stockholm')",1,0
"Exactly 2 of the following cities are in Angola: Hanzhong, Cabinda.",0,Angola,"('Cabinda', 'Hanzhong')",2,1
"Exactly 2 of the following cities are in Kuwait: Assiut, Cheongju-si.",0,Kuwait,"('Assiut', 'Cheongju-si')",2,0
"Exactly 1 of the following cities are in South Africa: Thembisa, Dehradun.",1,South Africa,"('Dehradun', 'Thembisa')",1,1
"Exactly 2 of the following cities are in Kuwait: Zhongwei, Kryvyy Rih.",0,Kuwait,"('Kryvyy Rih', 'Zhongwei')",2,0
"Exactly 2 of the following cities are in the Philippines: Taguig, Budta.",1,the Philippines,"('Budta', 'Taguig')",2,2
"Exactly 0 of the following cities are in Saudi Arabia: Ta'if, Foshan.",0,Saudi Arabia,"('Foshan', ""Ta'if"")",0,1
"Exactly 2 of the following cities are in San Marino: Hlaingthaya, Tlalpan.",0,San Marino,"('Hlaingthaya', 'Tlalpan')",2,0
"Exactly 1 of the following cities are in Tunisia: Mexico City, Uberlandia.",0,Tunisia,"('Mexico City', 'Uberlandia')",1,0
"Exactly 0 of the following cities are in Malaysia: Kobe, Jambi City.",1,Malaysia,"('Jambi City', 'Kobe')",0,0
"Exactly 2 of the following cities are in Belarus: Perm, Guilin.",0,Belarus,"('Guilin', 'Perm')",2,0
"Exactly 2 of the following cities are in Mongolia: Ulan Bator, Tianshui.",0,Mongolia,"('Tianshui', 'Ulan Bator')",2,1
"Exactly 2 of the following cities are in Brazil: Sorocaba, Teresina.",1,Brazil,"('Sorocaba', 'Teresina')",2,2
"Exactly 2 of the following cities are in Laos: Vientiane, Homyel'.",0,Laos,"(""Homyel'"", 'Vientiane')",2,1
"Exactly 1 of the following cities are in Nigeria: Ajegunle, Calabar.",0,Nigeria,"('Ajegunle', 'Calabar')",1,2
"Exactly 1 of the following cities are in the Dominican Republic: Serang, Santo Domingo Oeste.",1,the Dominican Republic,"('Santo Domingo Oeste', 'Serang')",1,1
"Exactly 2 of the following cities are in Uruguay: Dongying, Makkah.",0,Uruguay,"('Dongying', 'Makkah')",2,0
"Exactly 2 of the following cities are in Armenia: E'zhou, Rajshahi.",0,Armenia,"(""E'zhou"", 'Rajshahi')",2,0
"Exactly 1 of the following cities are in Croatia: Tlaquepaque, Zagreb.",1,Croatia,"('Tlaquepaque', 'Zagreb')",1,1
"Exactly 0 of the following cities are in Finland: Nanded, Dharavi.",1,Finland,"('Dharavi', 'Nanded')",0,0
"Exactly 1 of the following cities are in Burkina Faso: Mosul, Bobo-Dioulasso.",1,Burkina Faso,"('Bobo-Dioulasso', 'Mosul')",1,1
"Exactly 2 of the following cities are in the Czech Republic: Aparecida de Goiania, Helsinki.",0,the Czech Republic,"('Aparecida de Goiania', 'Helsinki')",2,0
"Exactly 0 of the following cities are in Hungary: Ile-Ife, Tijuana.",1,Hungary,"('Ile-Ife', 'Tijuana')",0,0
"Exactly 0 of the following cities are in Mozambique: Matola, Tasikmalaya.",0,Mozambique,"('Matola', 'Tasikmalaya')",0,1
"Exactly 1 of the following cities are in Jordan: Mysuru, Irbid.",1,Jordan,"('Irbid', 'Mysuru')",1,1
"Exactly 1 of the following cities are in Qatar: Dodoma, Mudanjiang.",0,Qatar,"('Dodoma', 'Mudanjiang')",1,0
"Exactly 1 of the following cities are in Mauritania: Bareilly, Nouakchott.",1,Mauritania,"('Bareilly', 'Nouakchott')",1,1
"Exactly 0 of the following cities are in Belarus: Minsk, Homyel'.",0,Belarus,"(""Homyel'"", 'Minsk')",0,2
"Exactly 1 of the following cities are in the United States: Guigang, New South Memphis.",1,the United States,"('Guigang', 'New South Memphis')",1,1
"Exactly 1 of the following cities are in Sudan: Omdurman, Khartoum North.",0,Sudan,"('Khartoum North', 'Omdurman')",1,2
"Exactly 1 of the following cities are in Thailand: Suginami, Budta.",0,Thailand,"('Budta', 'Suginami')",1,0
"Exactly 0 of the following cities are in Ukraine: Sevastopol, Odesa.",0,Ukraine,"('Odesa', 'Sevastopol')",0,2
"Exactly 1 of the following cities are in Poland: Kunming, Wroclaw.",1,Poland,"('Kunming', 'Wroclaw')",1,1
"Exactly 1 of the following cities are in Germany: Hannover, Omdurman.",1,Germany,"('Hannover', 'Omdurman')",1,1
"Exactly 2 of the following cities are in Cyprus: Katsina, Yaounde.",0,Cyprus,"('Katsina', 'Yaounde')",2,0
"Exactly 0 of the following cities are in Thailand: Hohhot, Bangkok.",0,Thailand,"('Bangkok', 'Hohhot')",0,1
"Exactly 0 of the following cities are in Tanzania: Ecatepec de Morelos, Mbeya.",0,Tanzania,"('Ecatepec de Morelos', 'Mbeya')",0,1
"Exactly 2 of the following cities are in the Philippines: Las Pinas, Zamboanga.",1,the Philippines,"('Las Pinas', 'Zamboanga')",2,2
"Exactly 2 of the following cities are in Malaysia: Ipoh, Kota Kinabalu.",1,Malaysia,"('Ipoh', 'Kota Kinabalu')",2,2
"Exactly 2 of the following cities are in South Korea: Cheonan, Ulsan.",1,South Korea,"('Cheonan', 'Ulsan')",2,2
"Exactly 1 of the following cities are in Chile: Puente Alto, Utsunomiya.",1,Chile,"('Puente Alto', 'Utsunomiya')",1,1
"Exactly 2 of the following cities are in Benin: Tiruppur, Sokoto.",0,Benin,"('Sokoto', 'Tiruppur')",2,0
"Exactly 2 of the following cities are in Afghanistan: Mazar-e Sharif, Rizhao.",0,Afghanistan,"('Mazar-e Sharif', 'Rizhao')",2,1
"Exactly 1 of the following cities are in Kazakhstan: Perm, Ulhasnagar.",0,Kazakhstan,"('Perm', 'Ulhasnagar')",1,0
"Exactly 1 of the following cities are in India: Arusha, Najafgarh.",1,India,"('Arusha', 'Najafgarh')",1,1
"Exactly 2 of the following cities are in Tonga: Najran, Kakamega.",0,Tonga,"('Kakamega', 'Najran')",2,0
"Exactly 0 of the following cities are in Mongolia: Ulan Bator, Zapopan.",0,Mongolia,"('Ulan Bator', 'Zapopan')",0,1
"Exactly 1 of the following cities are in Germany: Jos, Kanpur.",0,Germany,"('Jos', 'Kanpur')",1,0
"Exactly 0 of the following cities are in the Dominican Republic: Owerri, Dammam.",1,the Dominican Republic,"('Dammam', 'Owerri')",0,0
"Exactly 2 of the following cities are in Japan: Adachi, Kagoshima.",1,Japan,"('Adachi', 'Kagoshima')",2,2
"Exactly 1 of the following cities are in Australia: Muntinlupa, Madurai.",0,Australia,"('Madurai', 'Muntinlupa')",1,0
"Exactly 1 of the following cities are in Austria: Niteroi, Hamadan.",0,Austria,"('Hamadan', 'Niteroi')",1,0
"Exactly 0 of the following cities are in Syria: Latakia, Santo Domingo Oeste.",0,Syria,"('Latakia', 'Santo Domingo Oeste')",0,1
"Exactly 0 of the following cities are in Yemen: Zarqa, Benguela.",1,Yemen,"('Benguela', 'Zarqa')",0,0
"Exactly 0 of the following cities are in Yemen: Mukalla, Aden.",0,Yemen,"('Aden', 'Mukalla')",0,2
"Exactly 0 of the following cities are in Estonia: Chiclayo, Islamabad.",1,Estonia,"('Chiclayo', 'Islamabad')",0,0
"Exactly 2 of the following cities are in the Philippines: Taguig, Caloocan.",1,the Philippines,"('Caloocan', 'Taguig')",2,2
"Exactly 1 of the following cities are in China: Weinan, Thu GJuc.",1,China,"('Thu GJuc', 'Weinan')",1,1
"Exactly 1 of the following cities are in Mali: Dammam, Faridabad.",0,Mali,"('Dammam', 'Faridabad')",1,0
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Kinshasa, Kananga.",1,the Democratic Republic of the Congo,"('Kananga', 'Kinshasa')",2,2
"Exactly 2 of the following cities are in the United States: Chicago, New York City.",1,the United States,"('Chicago', 'New York City')",2,2
"Exactly 2 of the following cities are in Russia: Rostov-on-Don, Nizhniy Novgorod.",1,Russia,"('Nizhniy Novgorod', 'Rostov-on-Don')",2,2
"Exactly 0 of the following cities are in Saint Vincent and the Grenadines: Vadodara, Hue.",1,Saint Vincent and the Grenadines,"('Hue', 'Vadodara')",0,0
"Exactly 1 of the following cities are in Thailand: Bangkok, Xingtai.",1,Thailand,"('Bangkok', 'Xingtai')",1,1
"Exactly 0 of the following cities are in Belarus: Ar Raqqah, Minsk.",0,Belarus,"('Ar Raqqah', 'Minsk')",0,1
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Kinshasa, Kikwit.",1,the Democratic Republic of the Congo,"('Kikwit', 'Kinshasa')",2,2
"Exactly 1 of the following cities are in Bulgaria: Nanjing, Sofia.",1,Bulgaria,"('Nanjing', 'Sofia')",1,1
"Exactly 0 of the following cities are in Denmark: Nha Trang, Tiruppur.",1,Denmark,"('Nha Trang', 'Tiruppur')",0,0
"Exactly 2 of the following cities are in Cambodia: General Santos, Gwalior.",0,Cambodia,"('General Santos', 'Gwalior')",2,0
"Exactly 2 of the following cities are in Angola: Setagaya, Nairobi.",0,Angola,"('Nairobi', 'Setagaya')",2,0
"Exactly 1 of the following cities are in Colombia: Barranquilla, Bishkek.",1,Colombia,"('Barranquilla', 'Bishkek')",1,1
"Exactly 1 of the following cities are in Panama: Nellore, Ra's Bayrut.",0,Panama,"('Nellore', ""Ra's Bayrut"")",1,0
"Exactly 1 of the following cities are in Burundi: Almaty, Bujumbura.",1,Burundi,"('Almaty', 'Bujumbura')",1,1
"Exactly 1 of the following cities are in Kazakhstan: Shymkent, Aktobe.",0,Kazakhstan,"('Aktobe', 'Shymkent')",1,2
"Exactly 0 of the following cities are in Pakistan: Ipoh, Guigang.",1,Pakistan,"('Guigang', 'Ipoh')",0,0
"Exactly 2 of the following cities are in Paraguay: Muscat, Bulawayo.",0,Paraguay,"('Bulawayo', 'Muscat')",2,0
"Exactly 1 of the following cities are in Côte d'Ivoire: Abobo, Xingtai.",1,Côte d'Ivoire,"('Abobo', 'Xingtai')",1,1
"Exactly 1 of the following cities are in Indonesia: Setagaya, Nizhniy Novgorod.",0,Indonesia,"('Nizhniy Novgorod', 'Setagaya')",1,0
"Exactly 2 of the following cities are in Bangladesh: Rangpur, Chattogram.",1,Bangladesh,"('Chattogram', 'Rangpur')",2,2
"Exactly 2 of the following cities are in Saudi Arabia: Najran, Ha'il.",1,Saudi Arabia,"(""Ha'il"", 'Najran')",2,2
"Exactly 1 of the following cities are in Nigeria: Nairobi, Kaduna.",1,Nigeria,"('Kaduna', 'Nairobi')",1,1
"Exactly 1 of the following cities are in Germany: Dortmund, Ulanqab.",1,Germany,"('Dortmund', 'Ulanqab')",1,1
"Exactly 0 of the following cities are in New Zealand: Carrefour, Auckland.",0,New Zealand,"('Auckland', 'Carrefour')",0,1
"Exactly 2 of the following cities are in Brazil: Bannu, Bengbu.",0,Brazil,"('Bannu', 'Bengbu')",2,0
"Exactly 2 of the following cities are in Tunisia: Malatya, Tokyo.",0,Tunisia,"('Malatya', 'Tokyo')",2,0
"Exactly 1 of the following cities are in Venezuela: Bengaluru, Ribeirao Preto.",0,Venezuela,"('Bengaluru', 'Ribeirao Preto')",1,0
"Exactly 2 of the following cities are in South Africa: Gqeberha, Soweto.",1,South Africa,"('Gqeberha', 'Soweto')",2,2
"Exactly 0 of the following cities are in Guatemala: Huainan, Luancheng.",1,Guatemala,"('Huainan', 'Luancheng')",0,0
"Exactly 0 of the following cities are in Spain: Nasiriyah, Aguascalientes.",1,Spain,"('Aguascalientes', 'Nasiriyah')",0,0
"Exactly 0 of the following cities are in Turkey: Istanbul, Esenyurt.",0,Turkey,"('Esenyurt', 'Istanbul')",0,2
"Exactly 0 of the following cities are in Burundi: Rostov-on-Don, Rui'an.",1,Burundi,"('Rostov-on-Don', ""Rui'an"")",0,0
